query_id,rank,doc_id,score
test-environment-assgbatj-pro04a,2,test-environment-assgbatj-pro04b,0.736455
test-environment-assgbatj-pro04a,3,validation-environment-rahwbuaosae-con02b,0.730525
test-environment-assgbatj-pro04a,4,test-science-eassgbatj-pro04b,0.729750
test-environment-assgbatj-pro04a,5,test-philosophy-apessghwba-pro04b,0.713640
test-environment-assgbatj-pro04a,6,test-philosophy-apessghwba-pro02b,0.648316
test-environment-assgbatj-pro04a,7,test-philosophy-apessghwba-con05a,0.641370
test-environment-assgbatj-pro04a,8,test-philosophy-apessghwba-con01b,0.607638
test-environment-assgbatj-pro04a,9,training-environment-aelmmhbahr-pro05a,0.601145
test-environment-assgbatj-pro04a,10,test-environment-assgbatj-con05a,0.594178
test-environment-assgbatj-con02a,1,test-philosophy-apessghwba-con02a,0.764304
test-environment-assgbatj-con02a,2,test-environment-assgbatj-con03a,0.690822
test-environment-assgbatj-con02a,3,test-philosophy-apessghwba-con03a,0.672347
test-environment-assgbatj-con02a,4,test-environment-assgbatj-con02b,0.665791
test-environment-assgbatj-con02a,5,test-philosophy-apessghwba-con02b,0.659465
test-environment-assgbatj-con02a,6,test-science-eassgbatj-con02b,0.655961
test-environment-assgbatj-con02a,7,test-environment-assgbatj-con03b,0.639691
test-environment-assgbatj-con02a,8,test-science-eassgbatj-con03b,0.639226
test-environment-assgbatj-con02a,9,test-environment-assgbatj-pro03a,0.624039
test-environment-assgbatj-con02a,10,test-philosophy-apessghwba-con03b,0.588756
test-environment-assgbatj-con05a,1,test-philosophy-apessghwba-con05a,0.846773
test-environment-assgbatj-con05a,2,test-philosophy-apessghwba-pro05b,0.755911
test-environment-assgbatj-con05a,3,test-environment-assgbatj-pro02a,0.735379
test-environment-assgbatj-con05a,4,test-philosophy-apessghwba-pro02a,0.707708
test-environment-assgbatj-con05a,5,test-philosophy-apessghwba-pro03a,0.698350
test-environment-assgbatj-con05a,6,test-philosophy-apessghwba-pro02b,0.690948
test-environment-assgbatj-con05a,7,test-philosophy-apessghwba-con03b,0.674841
test-environment-assgbatj-con05a,8,test-philosophy-apessghwba-pro03b,0.664616
test-environment-assgbatj-con05a,9,test-philosophy-apessghwba-con02b,0.664093
test-environment-assgbatj-con05a,10,test-philosophy-apessghwba-con04b,0.662600
test-environment-assgbatj-con04a,1,test-philosophy-apessghwba-con04a,0.846132
test-environment-assgbatj-con04a,2,test-science-eassgbatj-con04b,0.756277
test-environment-assgbatj-con04a,3,test-environment-assgbatj-con04b,0.753366
test-environment-assgbatj-con04a,4,test-philosophy-apessghwba-con04b,0.728642
test-environment-assgbatj-con04a,5,test-philosophy-apessghwba-pro03b,0.716333
test-environment-assgbatj-con04a,6,test-philosophy-apessghwba-pro03a,0.687457
test-environment-assgbatj-con04a,7,test-environment-assgbatj-pro02a,0.685120
test-environment-assgbatj-con04a,8,test-science-eassgbatj-pro03b,0.676943
test-environment-assgbatj-con04a,9,test-environment-assgbatj-con05a,0.676594
test-environment-assgbatj-con04a,10,test-environment-assgbatj-pro03b,0.674578
test-environment-assgbatj-con03a,1,test-environment-assgbatj-con02b,0.819782
test-environment-assgbatj-con03a,2,test-science-eassgbatj-con02b,0.809879
test-environment-assgbatj-con03a,3,test-science-eassgbatj-con03b,0.786952
test-environment-assgbatj-con03a,4,test-environment-assgbatj-con03b,0.786742
test-environment-assgbatj-con03a,5,test-philosophy-apessghwba-con03a,0.770424
test-environment-assgbatj-con03a,6,test-environment-assgbatj-con02a,0.764588
test-environment-assgbatj-con03a,7,test-philosophy-apessghwba-con02b,0.756720
test-environment-assgbatj-con03a,8,test-environment-assgbatj-pro03a,0.755107
test-environment-assgbatj-con03a,9,test-philosophy-apessghwba-con03b,0.717673
test-environment-assgbatj-con03a,10,test-philosophy-apessghwba-con02a,0.688019
test-environment-assgbatj-con01a,1,training-environment-aelmmhbahr-con02a,0.822952
test-environment-assgbatj-con01a,2,training-environment-aelmmhbahr-con05b,0.803676
test-environment-assgbatj-con01a,3,test-philosophy-apessghwba-con01a,0.790206
test-environment-assgbatj-con01a,4,training-environment-achbessbp-con04a,0.779858
test-environment-assgbatj-con01a,5,training-environment-aelmmhbahr-con05a,0.741852
test-environment-assgbatj-con01a,6,test-philosophy-apessghwba-pro01b,0.727273
test-environment-assgbatj-con01a,7,training-environment-aelmmhbahr-pro03b,0.720757
test-environment-assgbatj-con01a,8,validation-environment-rahwbuaosae-pro03a,0.718465
test-environment-assgbatj-con01a,9,training-environment-achbessbp-pro03a,0.717111
test-environment-assgbatj-con01a,10,training-environment-ahwbsawhnbsf-con01b,0.716372
test-environment-aiahwagit-pro02a,1,test-environment-aiahwagit-pro02b,0.758307
test-environment-aiahwagit-pro02a,2,test-international-iiahwagit-pro02b,0.738369
test-environment-aiahwagit-pro02a,3,test-environment-aiahwagit-pro05a,0.737902
test-environment-aiahwagit-pro02a,4,test-environment-aiahwagit-con04a,0.715330
test-environment-aiahwagit-pro02a,5,test-environment-aiahwagit-con04b,0.676771
test-environment-aiahwagit-pro02a,6,test-environment-aiahwagit-con03a,0.638924
test-environment-aiahwagit-pro02a,7,test-environment-aiahwagit-con01b,0.637384
test-environment-aiahwagit-pro02a,8,test-international-iiahwagit-con04b,0.630613
test-environment-aiahwagit-pro02a,9,test-international-iiahwagit-con01b,0.589473
test-environment-aiahwagit-pro02a,10,test-environment-aiahwagit-pro04b,0.573299
test-environment-aiahwagit-pro05a,1,test-environment-aiahwagit-con04b,0.734801
test-environment-aiahwagit-pro05a,2,test-environment-aiahwagit-pro02b,0.710702
test-environment-aiahwagit-pro05a,3,test-international-iiahwagit-con04b,0.705185
test-environment-aiahwagit-pro05a,4,test-international-iiahwagit-pro02b,0.702456
test-environment-aiahwagit-pro05a,5,test-environment-aiahwagit-pro02a,0.701121
test-environment-aiahwagit-pro05a,6,test-environment-aiahwagit-con04a,0.699811
test-environment-aiahwagit-pro05a,7,test-international-aglhrilhb-pro01a,0.586721
test-environment-aiahwagit-pro05a,8,test-environment-aiahwagit-pro04b,0.579624
test-environment-aiahwagit-pro05a,9,test-environment-aiahwagit-con01b,0.574746
test-environment-aiahwagit-pro05a,10,training-international-alilhbukiw-con01b,0.574681
test-environment-aiahwagit-pro01a,1,test-environment-aiahwagit-con02b,0.784804
test-environment-aiahwagit-pro01a,2,test-international-iiahwagit-con02b,0.717337
test-environment-aiahwagit-pro01a,3,test-environment-aiahwagit-pro03a,0.689076
test-environment-aiahwagit-pro01a,4,test-environment-aiahwagit-con02a,0.658191
test-environment-aiahwagit-pro01a,5,training-environment-achbessbp-con01a,0.646694
test-environment-aiahwagit-pro01a,6,test-environment-aiahwagit-con04a,0.624606
test-environment-aiahwagit-pro01a,7,test-environment-aiahwagit-pro02b,0.624256
test-environment-aiahwagit-pro01a,8,test-environment-aiahwagit-con03b,0.619274
test-environment-aiahwagit-pro01a,9,test-environment-aiahwagit-pro03b,0.616748
test-environment-aiahwagit-pro01a,10,test-environment-aiahwagit-pro01b,0.607728
test-environment-aiahwagit-pro03a,1,test-environment-aiahwagit-pro03b,0.708273
test-environment-aiahwagit-pro03a,2,test-environment-aiahwagit-pro01a,0.661316
test-environment-aiahwagit-pro03a,3,test-international-iiahwagit-pro03b,0.637687
test-environment-aiahwagit-pro03a,4,test-environment-aiahwagit-con02a,0.627882
test-environment-aiahwagit-pro03a,5,test-environment-aiahwagit-con02b,0.592256
test-environment-aiahwagit-pro03a,6,test-environment-aiahwagit-pro02b,0.584574
test-environment-aiahwagit-pro03a,7,test-environment-aiahwagit-con03a,0.579003
test-environment-aiahwagit-pro03a,8,test-environment-aiahwagit-con03b,0.572846
test-environment-aiahwagit-pro03a,9,test-environment-aiahwagit-con04b,0.568932
test-environment-aiahwagit-pro03a,10,test-environment-aiahwagit-pro02a,0.546850
test-environment-aiahwagit-pro04a,1,test-environment-aiahwagit-con04a,0.776734
test-environment-aiahwagit-pro04a,2,test-environment-aiahwagit-pro02b,0.730308
test-environment-aiahwagit-pro04a,3,test-environment-aiahwagit-con03a,0.717026
test-environment-aiahwagit-pro04a,4,test-environment-aiahwagit-pro04b,0.704630
test-environment-aiahwagit-pro04a,5,test-international-iiahwagit-pro02b,0.691849
test-environment-aiahwagit-pro04a,6,test-environment-aiahwagit-con01b,0.682972
test-environment-aiahwagit-pro04a,7,test-environment-aiahwagit-con03b,0.682347
test-environment-aiahwagit-pro04a,8,test-environment-aiahwagit-pro05b,0.670993
test-environment-aiahwagit-pro04a,9,test-environment-aiahwagit-con04b,0.665232
test-environment-aiahwagit-pro04a,10,test-international-iiahwagit-con01b,0.655067
test-environment-aiahwagit-con02a,1,test-environment-aiahwagit-con02b,0.691911
test-environment-aiahwagit-con02a,2,test-environment-aiahwagit-pro01a,0.642935
test-environment-aiahwagit-con02a,3,test-environment-aiahwagit-pro03a,0.628409
test-environment-aiahwagit-con02a,4,test-environment-aiahwagit-pro02b,0.607952
test-environment-aiahwagit-con02a,5,test-international-iiahwagit-con02b,0.604433
test-environment-aiahwagit-con02a,6,test-environment-aiahwagit-pro04b,0.587596
test-environment-aiahwagit-con02a,7,test-environment-aiahwagit-pro04a,0.587185
test-environment-aiahwagit-con02a,8,test-environment-aiahwagit-pro02a,0.585935
test-environment-aiahwagit-con02a,9,test-environment-aiahwagit-con01b,0.579941
test-environment-aiahwagit-con02a,10,test-environment-aiahwagit-con04a,0.568335
test-environment-aiahwagit-con04a,1,test-environment-aiahwagit-pro05a,0.748018
test-environment-aiahwagit-con04a,2,test-environment-aiahwagit-pro02b,0.746914
test-environment-aiahwagit-con04a,3,test-international-iiahwagit-pro02b,0.721978
test-environment-aiahwagit-con04a,4,test-environment-aiahwagit-pro02a,0.719443
test-environment-aiahwagit-con04a,5,test-environment-aiahwagit-con04b,0.703840
test-environment-aiahwagit-con04a,6,test-environment-aiahwagit-con03a,0.699015
test-environment-aiahwagit-con04a,7,test-environment-aiahwagit-pro04a,0.693835
test-environment-aiahwagit-con04a,8,test-environment-aiahwagit-con03b,0.682946
test-environment-aiahwagit-con04a,9,test-environment-aiahwagit-con01b,0.678486
test-environment-aiahwagit-con04a,10,test-international-iiahwagit-con04b,0.660177
test-environment-aiahwagit-con03a,1,test-environment-aiahwagit-con03b,0.729987
test-environment-aiahwagit-con03a,2,test-environment-aiahwagit-con04a,0.710400
test-environment-aiahwagit-con03a,3,test-environment-aiahwagit-pro04a,0.670800
test-environment-aiahwagit-con03a,4,test-international-iiahwagit-con03b,0.653464
test-environment-aiahwagit-con03a,5,test-environment-aiahwagit-pro02a,0.651492
test-environment-aiahwagit-con03a,6,test-environment-aiahwagit-pro05a,0.597495
test-environment-aiahwagit-con03a,7,test-environment-aiahwagit-pro02b,0.589369
test-environment-aiahwagit-con03a,8,test-environment-aiahwagit-pro05b,0.584850
test-environment-aiahwagit-con03a,9,test-environment-aiahwagit-con04b,0.581752
test-environment-aiahwagit-con03a,10,test-environment-aiahwagit-con01a,0.577181
test-environment-aiahwagit-con01a,1,test-environment-aiahwagit-pro01b,0.720691
test-environment-aiahwagit-con01a,2,training-environment-cpiahwdwf-pro02a,0.698141
test-environment-aiahwagit-con01a,3,test-environment-aiahwagit-pro04a,0.672439
test-environment-aiahwagit-con01a,4,test-environment-aiahwagit-con01b,0.671262
test-environment-aiahwagit-con01a,5,training-economy-fegippghp-pro01b,0.668032
test-environment-aiahwagit-con01a,6,training-environment-cpiahwdwf-pro02b,0.655266
test-environment-aiahwagit-con01a,7,test-international-segiahbarr-con04a,0.645254
test-environment-aiahwagit-con01a,8,test-environment-aiahwagit-con03a,0.641773
test-environment-aiahwagit-con01a,9,test-international-sepiahbaaw-con02a,0.638433
test-environment-aiahwagit-con01a,10,training-international-athwuhfto-pro02a,0.631434
test-environment-ehwsnwu-pro02a,1,validation-education-uehwsnwu-pro02a,0.994835
test-environment-ehwsnwu-pro02a,2,validation-education-uehwsnwu-pro01b,0.842023
test-environment-ehwsnwu-pro02a,3,test-environment-ehwsnwu-con02b,0.804894
test-environment-ehwsnwu-pro02a,4,test-environment-ehwsnwu-pro01b,0.796546
test-environment-ehwsnwu-pro02a,5,validation-education-uehwsnwu-pro02b,0.794235
test-environment-ehwsnwu-pro02a,6,validation-education-uehwsnwu-pro01a,0.789124
test-environment-ehwsnwu-pro02a,7,validation-education-uehwsnwu-con02b,0.784478
test-environment-ehwsnwu-pro02a,8,test-environment-ehwsnwu-pro02b,0.770582
test-environment-ehwsnwu-pro02a,9,validation-education-uehwsnwu-con01a,0.764844
test-environment-ehwsnwu-pro02a,10,test-environment-ehwsnwu-con01a,0.744342
test-environment-ehwsnwu-pro01a,1,validation-education-uehwsnwu-pro01a,0.985514
test-environment-ehwsnwu-pro01a,2,validation-education-uehwsnwu-pro01b,0.861679
test-environment-ehwsnwu-pro01a,3,test-environment-ehwsnwu-pro01b,0.829917
test-environment-ehwsnwu-pro01a,4,validation-education-uehwsnwu-pro02b,0.787615
test-environment-ehwsnwu-pro01a,5,validation-education-uehwsnwu-pro02a,0.784150
test-environment-ehwsnwu-pro01a,6,test-environment-ehwsnwu-con01a,0.781098
test-environment-ehwsnwu-pro01a,7,validation-education-uehwsnwu-con01a,0.771895
test-environment-ehwsnwu-pro01a,8,test-environment-ehwsnwu-pro02b,0.762614
test-environment-ehwsnwu-pro01a,9,test-environment-ehwsnwu-pro02a,0.759366
test-environment-ehwsnwu-pro01a,10,validation-education-uehwsnwu-con01b,0.747498
test-environment-ehwsnwu-con02a,1,validation-education-uehwsnwu-con02a,0.981895
test-environment-ehwsnwu-con02a,2,validation-education-uehwsnwu-pro01b,0.784150
test-environment-ehwsnwu-con02a,3,test-environment-ehwsnwu-pro01b,0.766052
test-environment-ehwsnwu-con02a,4,validation-education-uehwsnwu-pro01a,0.722807
test-environment-ehwsnwu-con02a,5,test-environment-ehwsnwu-pro01a,0.717893
test-environment-ehwsnwu-con02a,6,test-environment-ehwsnwu-con01a,0.702156
test-environment-ehwsnwu-con02a,7,validation-education-uehwsnwu-con01b,0.686082
test-environment-ehwsnwu-con02a,8,validation-education-uehwsnwu-con01a,0.684545
test-environment-ehwsnwu-con02a,9,test-environment-ehwsnwu-con01b,0.680846
test-environment-ehwsnwu-con02a,10,training-environment-cephbesane-con02a,0.678215
test-environment-ehwsnwu-con03a,1,validation-education-uehwsnwu-con03a,0.967591
test-environment-ehwsnwu-con03a,2,test-environment-ehwsnwu-con03b,0.798127
test-environment-ehwsnwu-con03a,3,validation-education-uehwsnwu-con03b,0.783640
test-environment-ehwsnwu-con03a,4,training-environment-ogecephwgn-pro03b,0.713492
test-environment-ehwsnwu-con03a,5,training-environment-ogecephwgn-con03a,0.692424
test-environment-ehwsnwu-con03a,6,training-environment-ogecephwgn-pro03a,0.680326
test-environment-ehwsnwu-con03a,7,training-environment-ogecephwgn-pro01b,0.658701
test-environment-ehwsnwu-con03a,8,test-environment-ehwsnwu-pro01a,0.658497
test-environment-ehwsnwu-con03a,9,training-environment-cephbesane-con02a,0.656323
test-environment-ehwsnwu-con03a,10,validation-education-uehwsnwu-pro01a,0.632706
test-environment-ehwsnwu-con01a,1,validation-education-uehwsnwu-con01a,0.996264
test-environment-ehwsnwu-con01a,2,validation-education-uehwsnwu-pro01b,0.810146
test-environment-ehwsnwu-con01a,3,test-environment-ehwsnwu-pro01b,0.775859
test-environment-ehwsnwu-con01a,4,validation-education-uehwsnwu-pro02b,0.775044
test-environment-ehwsnwu-con01a,5,validation-education-uehwsnwu-pro01a,0.768466
test-environment-ehwsnwu-con01a,6,validation-education-uehwsnwu-pro02a,0.763854
test-environment-ehwsnwu-con01a,7,test-environment-ehwsnwu-pro02b,0.744947
test-environment-ehwsnwu-con01a,8,validation-education-uehwsnwu-con02b,0.734019
test-environment-ehwsnwu-con01a,9,test-environment-ehwsnwu-pro01a,0.727549
test-environment-ehwsnwu-con01a,10,validation-education-uehwsnwu-con01b,0.722389
test-environment-chbwtlgcc-pro02a,1,test-environment-chbwtlgcc-pro02b,0.765202
test-environment-chbwtlgcc-pro02a,2,test-environment-chbwtlgcc-pro03a,0.709213
test-environment-chbwtlgcc-pro02a,3,test-economy-epehwmrbals-con02b,0.702797
test-environment-chbwtlgcc-pro02a,4,test-environment-chbwtlgcc-pro01a,0.693828
test-environment-chbwtlgcc-pro02a,5,test-environment-chbwtlgcc-con03a,0.684304
test-environment-chbwtlgcc-pro02a,6,training-environment-cpiahwdwf-pro03a,0.641138
test-environment-chbwtlgcc-pro02a,7,training-environment-cpiahwdwf-con02a,0.638033
test-environment-chbwtlgcc-pro02a,8,training-international-ghbwg-pro03b,0.601537
test-environment-chbwtlgcc-pro02a,9,training-society-gfyhbprcsao-con01a,0.600819
test-environment-chbwtlgcc-pro02a,10,test-environment-chbwtlgcc-con03b,0.598712
test-environment-chbwtlgcc-pro01a,1,test-environment-chbwtlgcc-pro02a,0.632187
test-environment-chbwtlgcc-pro01a,2,test-environment-chbwtlgcc-pro02b,0.621909
test-environment-chbwtlgcc-pro01a,3,test-environment-chbwtlgcc-pro04a,0.570462
test-environment-chbwtlgcc-pro01a,4,test-environment-chbwtlgcc-con03a,0.559094
test-environment-chbwtlgcc-pro01a,5,training-environment-cpiahwdwf-pro03a,0.556586
test-environment-chbwtlgcc-pro01a,6,test-environment-chbwtlgcc-pro03a,0.546644
test-environment-chbwtlgcc-pro01a,7,test-environment-chbwtlgcc-con02a,0.526684
test-environment-chbwtlgcc-pro01a,8,test-international-iighbopcc-pro03b,0.501780
test-environment-chbwtlgcc-pro01a,9,test-international-iighbopcc-pro01a,0.500007
test-environment-chbwtlgcc-pro01a,10,training-environment-crasbmurcc-pro02a,0.491739
test-environment-chbwtlgcc-pro03a,1,test-environment-chbwtlgcc-pro02b,0.712477
test-environment-chbwtlgcc-pro03a,2,training-environment-cpiahwdwf-con02a,0.654029
test-environment-chbwtlgcc-pro03a,3,test-economy-epehwmrbals-con02b,0.648919
test-environment-chbwtlgcc-pro03a,4,test-international-iighbopcc-pro02a,0.644355
test-environment-chbwtlgcc-pro03a,5,test-environment-chbwtlgcc-pro02a,0.643601
test-environment-chbwtlgcc-pro03a,6,test-environment-chbwtlgcc-pro03b,0.631759
test-environment-chbwtlgcc-pro03a,7,training-environment-cpiahwdwf-pro03b,0.626354
test-environment-chbwtlgcc-pro03a,8,test-international-iighbopcc-pro01a,0.617870
