query_id,rank,doc_id,score
test-environment-aeghhgwpe-con01a,10,training-environment-aelmmhbahr-con01a,0.596245
test-environment-assgbatj-pro02a,1,test-philosophy-apessghwba-con05a,0.805178
test-environment-assgbatj-pro02a,2,test-philosophy-apessghwba-pro02a,0.799968
test-environment-assgbatj-pro02a,3,test-environment-assgbatj-con05a,0.786053
test-environment-assgbatj-pro02a,4,test-philosophy-apessghwba-pro03b,0.750491
test-environment-assgbatj-pro02a,5,test-philosophy-apessghwba-con03b,0.748094
test-environment-assgbatj-pro02a,6,test-philosophy-apessghwba-pro05b,0.745358
test-environment-assgbatj-pro02a,7,test-philosophy-apessghwba-pro03a,0.744175
test-environment-assgbatj-pro02a,8,test-environment-assgbatj-pro03b,0.719869
test-environment-assgbatj-pro02a,9,test-science-eassgbatj-pro03b,0.718233
test-environment-assgbatj-pro02a,10,test-science-eassgbatj-pro02b,0.710994
test-environment-assgbatj-pro05a,1,test-philosophy-apessghwba-pro05a,0.791472
test-environment-assgbatj-pro05a,2,training-environment-ahwbsawhnbsf-pro02a,0.755144
test-environment-assgbatj-pro05a,3,test-environment-assgbatj-con04b,0.746993
test-environment-assgbatj-pro05a,4,test-science-eassgbatj-con04b,0.738991
test-environment-assgbatj-pro05a,5,test-science-eassgbatj-pro01b,0.707630
test-environment-assgbatj-pro05a,6,test-environment-assgbatj-pro01b,0.705078
test-environment-assgbatj-pro05a,7,test-philosophy-apessghwba-con04b,0.705078
test-environment-assgbatj-pro05a,8,test-environment-assgbatj-pro03b,0.702329
test-environment-assgbatj-pro05a,9,test-science-eassgbatj-pro03b,0.695568
test-environment-assgbatj-pro05a,10,test-philosophy-apessghwba-pro02a,0.681567
test-environment-assgbatj-pro01a,1,test-philosophy-apessghwba-pro01a,0.895596
test-environment-assgbatj-pro01a,2,training-environment-aelmmhbahr-pro04a,0.750936
test-environment-assgbatj-pro01a,3,validation-environment-rahwbuaosae-pro01a,0.709856
test-environment-assgbatj-pro01a,4,training-environment-aelmmhbahr-pro03b,0.650814
test-environment-assgbatj-pro01a,5,test-philosophy-apessghwba-pro01b,0.628088
test-environment-assgbatj-pro01a,6,training-environment-aelmmhbahr-con01b,0.619771
test-environment-assgbatj-pro01a,7,training-environment-aelmmhbahr-pro01a,0.595010
test-environment-assgbatj-pro01a,8,test-philosophy-apessghwba-con01a,0.593925
test-environment-assgbatj-pro01a,9,test-environment-assgbatj-con01a,0.581363
test-environment-assgbatj-pro01a,10,training-environment-aelmmhbahr-pro03a,0.572537
test-environment-assgbatj-pro03a,1,test-philosophy-apessghwba-pro03a,0.793716
test-environment-assgbatj-pro03a,2,test-philosophy-apessghwba-con02b,0.771621
test-environment-assgbatj-pro03a,3,test-environment-assgbatj-con02b,0.731601
test-environment-assgbatj-pro03a,4,test-environment-assgbatj-con03a,0.729515
test-environment-assgbatj-pro03a,5,test-science-eassgbatj-con02b,0.726271
test-environment-assgbatj-pro03a,6,test-environment-assgbatj-con02a,0.680807
test-environment-assgbatj-pro03a,7,test-science-eassgbatj-con03b,0.673734
test-environment-assgbatj-pro03a,8,test-philosophy-apessghwba-con03a,0.673570
test-environment-assgbatj-pro03a,9,test-philosophy-apessghwba-con02a,0.668931
test-environment-assgbatj-pro03a,10,test-environment-assgbatj-con03b,0.668292
test-environment-assgbatj-pro04a,1,test-philosophy-apessghwba-pro04a,0.810408
test-environment-assgbatj-pro04a,2,test-environment-assgbatj-pro04b,0.736431
test-environment-assgbatj-pro04a,3,validation-environment-rahwbuaosae-con02b,0.730570
test-environment-assgbatj-pro04a,4,test-science-eassgbatj-pro04b,0.729857
test-environment-assgbatj-pro04a,5,test-philosophy-apessghwba-pro04b,0.713634
test-environment-assgbatj-pro04a,6,test-philosophy-apessghwba-pro02b,0.648289
test-environment-assgbatj-pro04a,7,test-philosophy-apessghwba-con05a,0.641297
test-environment-assgbatj-pro04a,8,test-philosophy-apessghwba-con01b,0.607759
test-environment-assgbatj-pro04a,9,training-environment-aelmmhbahr-pro05a,0.601157
test-environment-assgbatj-pro04a,10,test-environment-assgbatj-con05a,0.594111
test-environment-assgbatj-con02a,1,test-philosophy-apessghwba-con02a,0.764298
test-environment-assgbatj-con02a,2,test-environment-assgbatj-con03a,0.690758
test-environment-assgbatj-con02a,3,test-philosophy-apessghwba-con03a,0.672297
test-environment-assgbatj-con02a,4,test-environment-assgbatj-con02b,0.665748
test-environment-assgbatj-con02a,5,test-philosophy-apessghwba-con02b,0.659475
test-environment-assgbatj-con02a,6,test-science-eassgbatj-con02b,0.655908
test-environment-assgbatj-con02a,7,test-environment-assgbatj-con03b,0.639756
test-environment-assgbatj-con02a,8,test-science-eassgbatj-con03b,0.639224
test-environment-assgbatj-con02a,9,test-environment-assgbatj-pro03a,0.623997
test-environment-assgbatj-con02a,10,test-philosophy-apessghwba-con03b,0.588717
test-environment-assgbatj-con05a,1,test-philosophy-apessghwba-con05a,0.846763
test-environment-assgbatj-con05a,2,test-philosophy-apessghwba-pro05b,0.755871
test-environment-assgbatj-con05a,3,test-environment-assgbatj-pro02a,0.735459
test-environment-assgbatj-con05a,4,test-philosophy-apessghwba-pro02a,0.707680
test-environment-assgbatj-con05a,5,test-philosophy-apessghwba-pro03a,0.698375
test-environment-assgbatj-con05a,6,test-philosophy-apessghwba-pro02b,0.690992
test-environment-assgbatj-con05a,7,test-philosophy-apessghwba-con03b,0.674822
test-environment-assgbatj-con05a,8,test-philosophy-apessghwba-pro03b,0.664574
test-environment-assgbatj-con05a,9,test-philosophy-apessghwba-con02b,0.664180
test-environment-assgbatj-con05a,10,test-philosophy-apessghwba-con04b,0.662611
test-environment-assgbatj-con04a,1,test-philosophy-apessghwba-con04a,0.846145
test-environment-assgbatj-con04a,2,test-science-eassgbatj-con04b,0.756324
test-environment-assgbatj-con04a,3,test-environment-assgbatj-con04b,0.753399
test-environment-assgbatj-con04a,4,test-philosophy-apessghwba-con04b,0.728586
test-environment-assgbatj-con04a,5,test-philosophy-apessghwba-pro03b,0.716268
test-environment-assgbatj-con04a,6,test-philosophy-apessghwba-pro03a,0.687546
test-environment-assgbatj-con04a,7,test-environment-assgbatj-pro02a,0.685222
test-environment-assgbatj-con04a,8,test-science-eassgbatj-pro03b,0.676990
test-environment-assgbatj-con04a,9,test-environment-assgbatj-con05a,0.676590
test-environment-assgbatj-con04a,10,test-environment-assgbatj-pro03b,0.674563
test-environment-assgbatj-con03a,1,test-environment-assgbatj-con02b,0.819792
test-environment-assgbatj-con03a,2,test-science-eassgbatj-con02b,0.809823
test-environment-assgbatj-con03a,3,test-science-eassgbatj-con03b,0.787025
test-environment-assgbatj-con03a,4,test-environment-assgbatj-con03b,0.786741
test-environment-assgbatj-con03a,5,test-philosophy-apessghwba-con03a,0.770405
test-environment-assgbatj-con03a,6,test-environment-assgbatj-con02a,0.764666
test-environment-assgbatj-con03a,7,test-philosophy-apessghwba-con02b,0.756678
test-environment-assgbatj-con03a,8,test-environment-assgbatj-pro03a,0.755135
test-environment-assgbatj-con03a,9,test-philosophy-apessghwba-con03b,0.717594
test-environment-assgbatj-con03a,10,test-philosophy-apessghwba-con02a,0.688005
test-environment-assgbatj-con01a,1,training-environment-aelmmhbahr-con02a,0.822993
test-environment-assgbatj-con01a,2,training-environment-aelmmhbahr-con05b,0.803699
test-environment-assgbatj-con01a,3,test-philosophy-apessghwba-con01a,0.790209
test-environment-assgbatj-con01a,4,training-environment-achbessbp-con04a,0.779877
test-environment-assgbatj-con01a,5,training-environment-aelmmhbahr-con05a,0.741839
test-environment-assgbatj-con01a,6,test-philosophy-apessghwba-pro01b,0.727270
test-environment-assgbatj-con01a,7,training-environment-aelmmhbahr-pro03b,0.720814
test-environment-assgbatj-con01a,8,validation-environment-rahwbuaosae-pro03a,0.718514
test-environment-assgbatj-con01a,9,training-environment-achbessbp-pro03a,0.717055
test-environment-assgbatj-con01a,10,training-environment-ahwbsawhnbsf-con01b,0.716417
test-environment-aiahwagit-pro02a,1,test-environment-aiahwagit-pro02b,0.758368
test-environment-aiahwagit-pro02a,2,test-international-iiahwagit-pro02b,0.738320
test-environment-aiahwagit-pro02a,3,test-environment-aiahwagit-pro05a,0.737933
test-environment-aiahwagit-pro02a,4,test-environment-aiahwagit-con04a,0.715355
test-environment-aiahwagit-pro02a,5,test-environment-aiahwagit-con04b,0.676758
test-environment-aiahwagit-pro02a,6,test-environment-aiahwagit-con03a,0.638897
test-environment-aiahwagit-pro02a,7,test-environment-aiahwagit-con01b,0.637384
test-environment-aiahwagit-pro02a,8,test-international-iiahwagit-con04b,0.630512
test-environment-aiahwagit-pro02a,9,test-international-iiahwagit-con01b,0.589451
test-environment-aiahwagit-pro02a,10,test-environment-aiahwagit-pro04b,0.573373
test-environment-aiahwagit-pro05a,1,test-environment-aiahwagit-con04b,0.734854
test-environment-aiahwagit-pro05a,2,test-environment-aiahwagit-pro02b,0.710818
test-environment-aiahwagit-pro05a,3,test-international-iiahwagit-con04b,0.705163
test-environment-aiahwagit-pro05a,4,test-international-iiahwagit-pro02b,0.702500
test-environment-aiahwagit-pro05a,5,test-environment-aiahwagit-pro02a,0.701071
test-environment-aiahwagit-pro05a,6,test-environment-aiahwagit-con04a,0.699952
test-environment-aiahwagit-pro05a,7,test-international-aglhrilhb-pro01a,0.586737
test-environment-aiahwagit-pro05a,8,test-environment-aiahwagit-pro04b,0.579712
test-environment-aiahwagit-pro05a,9,training-international-alilhbukiw-con01b,0.574820
test-environment-aiahwagit-pro05a,10,test-environment-aiahwagit-con01b,0.574641
test-environment-aiahwagit-pro01a,1,test-environment-aiahwagit-con02b,0.784880
test-environment-aiahwagit-pro01a,2,test-international-iiahwagit-con02b,0.717239
test-environment-aiahwagit-pro01a,3,test-environment-aiahwagit-pro03a,0.689030
test-environment-aiahwagit-pro01a,4,test-environment-aiahwagit-con02a,0.658225
test-environment-aiahwagit-pro01a,5,training-environment-achbessbp-con01a,0.646723
test-environment-aiahwagit-pro01a,6,test-environment-aiahwagit-con04a,0.624448
test-environment-aiahwagit-pro01a,7,test-environment-aiahwagit-pro02b,0.624415
test-environment-aiahwagit-pro01a,8,test-environment-aiahwagit-con03b,0.619367
test-environment-aiahwagit-pro01a,9,test-environment-aiahwagit-pro03b,0.616645
test-environment-aiahwagit-pro01a,10,test-environment-aiahwagit-pro01b,0.607762
test-environment-aiahwagit-pro03a,1,test-environment-aiahwagit-pro03b,0.708191
test-environment-aiahwagit-pro03a,2,test-environment-aiahwagit-pro01a,0.661271
test-environment-aiahwagit-pro03a,3,test-international-iiahwagit-pro03b,0.637661
test-environment-aiahwagit-pro03a,4,test-environment-aiahwagit-con02a,0.627956
test-environment-aiahwagit-pro03a,5,test-environment-aiahwagit-con02b,0.592276
test-environment-aiahwagit-pro03a,6,test-environment-aiahwagit-pro02b,0.584588
test-environment-aiahwagit-pro03a,7,test-environment-aiahwagit-con03a,0.579016
test-environment-aiahwagit-pro03a,8,test-environment-aiahwagit-con03b,0.572892
test-environment-aiahwagit-pro03a,9,test-environment-aiahwagit-con04b,0.568902
test-environment-aiahwagit-pro03a,10,test-environment-aiahwagit-pro02a,0.546828
test-environment-aiahwagit-pro04a,1,test-environment-aiahwagit-con04a,0.776862
test-environment-aiahwagit-pro04a,2,test-environment-aiahwagit-pro02b,0.730417
test-environment-aiahwagit-pro04a,3,test-environment-aiahwagit-con03a,0.717109
test-environment-aiahwagit-pro04a,4,test-environment-aiahwagit-pro04b,0.704644
test-environment-aiahwagit-pro04a,5,test-international-iiahwagit-pro02b,0.691772
test-environment-aiahwagit-pro04a,6,test-environment-aiahwagit-con01b,0.682918
test-environment-aiahwagit-pro04a,7,test-environment-aiahwagit-con03b,0.682389
test-environment-aiahwagit-pro04a,8,test-environment-aiahwagit-pro05b,0.670946
test-environment-aiahwagit-pro04a,9,test-environment-aiahwagit-con04b,0.665164
test-environment-aiahwagit-pro04a,10,test-international-iiahwagit-con01b,0.655101
test-environment-aiahwagit-con02a,1,test-environment-aiahwagit-con02b,0.691917
test-environment-aiahwagit-con02a,2,test-environment-aiahwagit-pro01a,0.642811
test-environment-aiahwagit-con02a,3,test-environment-aiahwagit-pro03a,0.628342
test-environment-aiahwagit-con02a,4,test-environment-aiahwagit-pro02b,0.608115
test-environment-aiahwagit-con02a,5,test-international-iiahwagit-con02b,0.604360
test-environment-aiahwagit-con02a,6,test-environment-aiahwagit-pro04b,0.587660
test-environment-aiahwagit-con02a,7,test-environment-aiahwagit-pro04a,0.587133
test-environment-aiahwagit-con02a,8,test-environment-aiahwagit-pro02a,0.585923
test-environment-aiahwagit-con02a,9,test-environment-aiahwagit-con01b,0.579994
test-environment-aiahwagit-con02a,10,test-environment-aiahwagit-con04a,0.568296
test-environment-aiahwagit-con04a,1,test-environment-aiahwagit-pro05a,0.747995
test-environment-aiahwagit-con04a,2,test-environment-aiahwagit-pro02b,0.746990
test-environment-aiahwagit-con04a,3,test-international-iiahwagit-pro02b,0.721966
test-environment-aiahwagit-con04a,4,test-environment-aiahwagit-pro02a,0.719456
test-environment-aiahwagit-con04a,5,test-environment-aiahwagit-con04b,0.703864
test-environment-aiahwagit-con04a,6,test-environment-aiahwagit-con03a,0.699046
test-environment-aiahwagit-con04a,7,test-environment-aiahwagit-pro04a,0.693881
test-environment-aiahwagit-con04a,8,test-environment-aiahwagit-con03b,0.682924
test-environment-aiahwagit-con04a,9,test-environment-aiahwagit-con01b,0.678400
test-environment-aiahwagit-con04a,10,test-international-iiahwagit-con04b,0.660072
test-environment-aiahwagit-con03a,1,test-environment-aiahwagit-con03b,0.729943
test-environment-aiahwagit-con03a,2,test-environment-aiahwagit-con04a,0.710462
test-environment-aiahwagit-con03a,3,test-environment-aiahwagit-pro04a,0.670802
test-environment-aiahwagit-con03a,4,test-international-iiahwagit-con03b,0.653430
test-environment-aiahwagit-con03a,5,test-environment-aiahwagit-pro02a,0.651501
test-environment-aiahwagit-con03a,6,test-environment-aiahwagit-pro05a,0.597445
test-environment-aiahwagit-con03a,7,test-environment-aiahwagit-pro02b,0.589481
test-environment-aiahwagit-con03a,8,test-environment-aiahwagit-pro05b,0.584783
test-environment-aiahwagit-con03a,9,test-environment-aiahwagit-con04b,0.581726
test-environment-aiahwagit-con03a,10,test-environment-aiahwagit-con01a,0.577206
test-environment-aiahwagit-con01a,1,test-environment-aiahwagit-pro01b,0.720736
test-environment-aiahwagit-con01a,2,training-environment-cpiahwdwf-pro02a,0.698048
test-environment-aiahwagit-con01a,3,test-environment-aiahwagit-pro04a,0.672488
test-environment-aiahwagit-con01a,4,test-environment-aiahwagit-con01b,0.671211
test-environment-aiahwagit-con01a,5,training-economy-fegippghp-pro01b,0.668033
test-environment-aiahwagit-con01a,6,training-environment-cpiahwdwf-pro02b,0.655261
test-environment-aiahwagit-con01a,7,test-international-segiahbarr-con04a,0.645294
test-environment-aiahwagit-con01a,8,test-environment-aiahwagit-con03a,0.641588
test-environment-aiahwagit-con01a,9,test-international-sepiahbaaw-con02a,0.638493
test-environment-aiahwagit-con01a,10,training-international-athwuhfto-pro02a,0.631462
test-environment-ehwsnwu-pro02a,1,validation-education-uehwsnwu-pro02a,0.994822
test-environment-ehwsnwu-pro02a,2,validation-education-uehwsnwu-pro01b,0.842083
test-environment-ehwsnwu-pro02a,3,test-environment-ehwsnwu-con02b,0.805008
test-environment-ehwsnwu-pro02a,4,test-environment-ehwsnwu-pro01b,0.796522
test-environment-ehwsnwu-pro02a,5,validation-education-uehwsnwu-pro02b,0.794346
test-environment-ehwsnwu-pro02a,6,validation-education-uehwsnwu-pro01a,0.789105
test-environment-ehwsnwu-pro02a,7,validation-education-uehwsnwu-con02b,0.784575
test-environment-ehwsnwu-pro02a,8,test-environment-ehwsnwu-pro02b,0.770569
test-environment-ehwsnwu-pro02a,9,validation-education-uehwsnwu-con01a,0.764821
test-environment-ehwsnwu-pro02a,10,test-environment-ehwsnwu-con01a,0.744263
test-environment-ehwsnwu-pro01a,1,validation-education-uehwsnwu-pro01a,0.985499
test-environment-ehwsnwu-pro01a,2,validation-education-uehwsnwu-pro01b,0.861646
test-environment-ehwsnwu-pro01a,3,test-environment-ehwsnwu-pro01b,0.829924
test-environment-ehwsnwu-pro01a,4,validation-education-uehwsnwu-pro02b,0.787629
test-environment-ehwsnwu-pro01a,5,validation-education-uehwsnwu-pro02a,0.784119
test-environment-ehwsnwu-pro01a,6,test-environment-ehwsnwu-con01a,0.781053
test-environment-ehwsnwu-pro01a,7,validation-education-uehwsnwu-con01a,0.771871
test-environment-ehwsnwu-pro01a,8,test-environment-ehwsnwu-pro02b,0.762631
test-environment-ehwsnwu-pro01a,9,test-environment-ehwsnwu-pro02a,0.759360
test-environment-ehwsnwu-pro01a,10,validation-education-uehwsnwu-con01b,0.747522
test-environment-ehwsnwu-con02a,1,validation-education-uehwsnwu-con02a,0.981924
test-environment-ehwsnwu-con02a,2,validation-education-uehwsnwu-pro01b,0.784275
test-environment-ehwsnwu-con02a,3,test-environment-ehwsnwu-pro01b,0.766021
test-environment-ehwsnwu-con02a,4,validation-education-uehwsnwu-pro01a,0.722809
test-environment-ehwsnwu-con02a,5,test-environment-ehwsnwu-pro01a,0.717892
test-environment-ehwsnwu-con02a,6,test-environment-ehwsnwu-con01a,0.702152
test-environment-ehwsnwu-con02a,7,validation-education-uehwsnwu-con01b,0.686010
test-environment-ehwsnwu-con02a,8,validation-education-uehwsnwu-con01a,0.684520
test-environment-ehwsnwu-con02a,9,test-environment-ehwsnwu-con01b,0.680748
test-environment-ehwsnwu-con02a,10,training-environment-cephbesane-con02a,0.678232
test-environment-ehwsnwu-con03a,1,validation-education-uehwsnwu-con03a,0.967587
test-environment-ehwsnwu-con03a,2,test-environment-ehwsnwu-con03b,0.798130
test-environment-ehwsnwu-con03a,3,validation-education-uehwsnwu-con03b,0.783644
test-environment-ehwsnwu-con03a,4,training-environment-ogecephwgn-pro03b,0.713600
test-environment-ehwsnwu-con03a,5,training-environment-ogecephwgn-con03a,0.692413
test-environment-ehwsnwu-con03a,6,training-environment-ogecephwgn-pro03a,0.680213
test-environment-ehwsnwu-con03a,7,training-environment-ogecephwgn-pro01b,0.658729
test-environment-ehwsnwu-con03a,8,test-environment-ehwsnwu-pro01a,0.658467
test-environment-ehwsnwu-con03a,9,training-environment-cephbesane-con02a,0.656330
test-environment-ehwsnwu-con03a,10,validation-education-uehwsnwu-pro01a,0.632708
test-environment-ehwsnwu-con01a,1,validation-education-uehwsnwu-con01a,0.996267
test-environment-ehwsnwu-con01a,2,validation-education-uehwsnwu-pro01b,0.810091
test-environment-ehwsnwu-con01a,3,test-environment-ehwsnwu-pro01b,0.775816
test-environment-ehwsnwu-con01a,4,validation-education-uehwsnwu-pro02b,0.775099
test-environment-ehwsnwu-con01a,5,validation-education-uehwsnwu-pro01a,0.768355
test-environment-ehwsnwu-con01a,6,validation-education-uehwsnwu-pro02a,0.763875
test-environment-ehwsnwu-con01a,7,test-environment-ehwsnwu-pro02b,0.744950
test-environment-ehwsnwu-con01a,8,validation-education-uehwsnwu-con02b,0.734010
test-environment-ehwsnwu-con01a,9,test-environment-ehwsnwu-pro01a,0.727567
test-environment-ehwsnwu-con01a,10,validation-education-uehwsnwu-con01b,0.722430
test-environment-chbwtlgcc-pro02a,1,test-environment-chbwtlgcc-pro02b,0.765199
test-environment-chbwtlgcc-pro02a,2,test-environment-chbwtlgcc-pro03a,0.709260
test-environment-chbwtlgcc-pro02a,3,test-economy-epehwmrbals-con02b,0.702841
test-environment-chbwtlgcc-pro02a,4,test-environment-chbwtlgcc-pro01a,0.693923
test-environment-chbwtlgcc-pro02a,5,test-environment-chbwtlgcc-con03a,0.684379
test-environment-chbwtlgcc-pro02a,6,training-environment-cpiahwdwf-pro03a,0.641133
test-environment-chbwtlgcc-pro02a,7,training-environment-cpiahwdwf-con02a,0.638078
test-environment-chbwtlgcc-pro02a,8,training-international-ghbwg-pro03b,0.601626
test-environment-chbwtlgcc-pro02a,9,training-society-gfyhbprcsao-con01a,0.600774
test-environment-chbwtlgcc-pro02a,10,test-environment-chbwtlgcc-con03b,0.598715
test-environment-chbwtlgcc-pro01a,1,test-environment-chbwtlgcc-pro02a,0.632285
test-environment-chbwtlgcc-pro01a,2,test-environment-chbwtlgcc-pro02b,0.621951
test-environment-chbwtlgcc-pro01a,3,test-environment-chbwtlgcc-pro04a,0.570574
test-environment-chbwtlgcc-pro01a,4,test-environment-chbwtlgcc-con03a,0.559251
test-environment-chbwtlgcc-pro01a,5,training-environment-cpiahwdwf-pro03a,0.556698
test-environment-chbwtlgcc-pro01a,6,test-environment-chbwtlgcc-pro03a,0.546688
test-environment-chbwtlgcc-pro01a,7,test-environment-chbwtlgcc-con02a,0.526808
test-environment-chbwtlgcc-pro01a,8,test-international-iighbopcc-pro03b,0.501828
test-environment-chbwtlgcc-pro01a,9,test-international-iighbopcc-pro01a,0.500040
test-environment-chbwtlgcc-pro01a,10,training-environment-crasbmurcc-pro02a,0.491773
test-environment-chbwtlgcc-pro03a,1,test-environment-chbwtlgcc-pro02b,0.712582
test-environment-chbwtlgcc-pro03a,2,training-environment-cpiahwdwf-con02a,0.653958
test-environment-chbwtlgcc-pro03a,3,test-economy-epehwmrbals-con02b,0.648896
test-environment-chbwtlgcc-pro03a,4,test-international-iighbopcc-pro02a,0.644391
test-environment-chbwtlgcc-pro03a,5,test-environment-chbwtlgcc-pro02a,0.643616
test-environment-chbwtlgcc-pro03a,6,test-environment-chbwtlgcc-pro03b,0.631696
test-environment-chbwtlgcc-pro03a,7,training-environment-cpiahwdwf-pro03b,0.626379
test-environment-chbwtlgcc-pro03a,8,test-international-iighbopcc-pro01a,0.617882
