query_id,rep,e2e_ms
test-environment-aiahwagit-pro03a,1,48.7460
test-environment-aiahwagit-pro03a,2,49.0423
test-environment-aiahwagit-pro04a,0,124.5539
test-environment-aiahwagit-pro04a,1,50.8926
test-environment-aiahwagit-pro04a,2,49.6510
test-environment-aiahwagit-con02a,0,66.8826
test-environment-aiahwagit-con02a,1,48.9291
test-environment-aiahwagit-con02a,2,51.3776
test-environment-aiahwagit-con04a,0,58.2451
test-environment-aiahwagit-con04a,1,51.5081
test-environment-aiahwagit-con04a,2,49.4438
test-environment-aiahwagit-con03a,0,80.7617
test-environment-aiahwagit-con03a,1,52.4084
test-environment-aiahwagit-con03a,2,51.1333
test-environment-aiahwagit-con01a,0,167.6452
test-environment-aiahwagit-con01a,1,51.2963
test-environment-aiahwagit-con01a,2,52.6497
test-environment-ehwsnwu-pro02a,0,154.6742
test-environment-ehwsnwu-pro02a,1,48.8665
test-environment-ehwsnwu-pro02a,2,49.2993
test-environment-ehwsnwu-pro01a,0,88.5971
test-environment-ehwsnwu-pro01a,1,49.3467
test-environment-ehwsnwu-pro01a,2,128.1779
test-environment-ehwsnwu-con02a,0,110.4693
test-environment-ehwsnwu-con02a,1,50.1255
test-environment-ehwsnwu-con02a,2,49.3463
test-environment-ehwsnwu-con03a,0,60.0742
test-environment-ehwsnwu-con03a,1,148.0419
test-environment-ehwsnwu-con03a,2,49.1497
test-environment-ehwsnwu-con01a,0,78.2442
test-environment-ehwsnwu-con01a,1,47.3917
test-environment-ehwsnwu-con01a,2,57.5890
test-environment-chbwtlgcc-pro02a,0,174.5554
test-environment-chbwtlgcc-pro02a,1,51.9213
test-environment-chbwtlgcc-pro02a,2,52.6252
test-environment-chbwtlgcc-pro01a,0,100.0793
test-environment-chbwtlgcc-pro01a,1,49.7106
test-environment-chbwtlgcc-pro01a,2,50.6699
test-environment-chbwtlgcc-pro03a,0,103.5559
test-environment-chbwtlgcc-pro03a,1,50.2400
test-environment-chbwtlgcc-pro03a,2,53.2554
test-environment-chbwtlgcc-pro04a,0,57.2950
test-environment-chbwtlgcc-pro04a,1,49.2770
test-environment-chbwtlgcc-pro04a,2,48.7828
test-environment-chbwtlgcc-con02a,0,56.5349
test-environment-chbwtlgcc-con02a,1,48.5377
test-environment-chbwtlgcc-con02a,2,48.1829
test-environment-chbwtlgcc-con03a,0,54.6220
test-environment-chbwtlgcc-con03a,1,49.9802
test-environment-chbwtlgcc-con03a,2,47.1526
test-environment-chbwtlgcc-con01a,0,85.7792
test-environment-chbwtlgcc-con01a,1,56.0878
test-environment-chbwtlgcc-con01a,2,49.5958
test-environment-opecewiahw-pro02a,0,131.4488
test-environment-opecewiahw-pro02a,1,49.4622
test-environment-opecewiahw-pro02a,2,48.0142
test-environment-opecewiahw-pro01a,0,148.2497
test-environment-opecewiahw-pro01a,1,48.5613
test-environment-opecewiahw-pro01a,2,49.5501
test-environment-opecewiahw-pro03a,0,69.4196
test-environment-opecewiahw-pro03a,1,48.6822
test-environment-opecewiahw-pro03a,2,53.6822
test-environment-opecewiahw-pro04a,0,69.6797
test-environment-opecewiahw-pro04a,1,48.7544
test-environment-opecewiahw-pro04a,2,50.1856
test-environment-opecewiahw-con02a,0,53.9551
test-environment-opecewiahw-con02a,1,48.2353
test-environment-opecewiahw-con02a,2,49.2500
test-environment-opecewiahw-con04a,0,83.0952
test-environment-opecewiahw-con04a,1,53.2466
test-environment-opecewiahw-con04a,2,50.4283
test-environment-opecewiahw-con03a,0,71.8403
test-environment-opecewiahw-con03a,1,55.7170
test-environment-opecewiahw-con03a,2,48.1415
test-environment-opecewiahw-con01a,0,63.3384
test-environment-opecewiahw-con01a,1,49.2211
test-environment-opecewiahw-con01a,2,47.7983
test-health-hdond-pro02a,0,84.6562
test-health-hdond-pro02a,1,49.6590
test-health-hdond-pro02a,2,48.5539
test-health-hdond-pro01a,0,65.9182
test-health-hdond-pro01a,1,48.1726
test-health-hdond-pro01a,2,47.9244
test-health-hdond-pro03a,0,67.7770
test-health-hdond-pro03a,1,48.8769
test-health-hdond-pro03a,2,49.7160
test-health-hdond-pro04a,0,122.0121
test-health-hdond-pro04a,1,49.3009
test-health-hdond-pro04a,2,51.6303
test-health-hdond-con02a,0,109.3316
test-health-hdond-con02a,1,47.9412
test-health-hdond-con02a,2,48.6875
test-health-hdond-con04a,0,114.8132
test-health-hdond-con04a,1,47.4954
test-health-hdond-con04a,2,50.9969
test-health-hdond-con03a,0,57.4226
test-health-hdond-con03a,1,48.8566
test-health-hdond-con03a,2,49.5118
test-health-hdond-con01a,0,94.4417
test-health-hdond-con01a,1,50.0856
test-health-hdond-con01a,2,49.6904
test-health-ppelfhwbpba-pro02a,0,83.5638
test-health-ppelfhwbpba-pro02a,1,49.2621
test-health-ppelfhwbpba-pro02a,2,47.2673
test-health-ppelfhwbpba-pro01a,0,65.6788
test-health-ppelfhwbpba-pro01a,1,49.1933
test-health-ppelfhwbpba-pro01a,2,46.9418
test-health-ppelfhwbpba-pro03a,0,49.8876
test-health-ppelfhwbpba-pro03a,1,49.8607
test-health-ppelfhwbpba-pro03a,2,48.3306
test-health-ppelfhwbpba-pro04a,0,94.6681
test-health-ppelfhwbpba-pro04a,1,48.3672
test-health-ppelfhwbpba-pro04a,2,48.5263
test-health-ppelfhwbpba-con02a,0,81.5386
test-health-ppelfhwbpba-con02a,1,50.4805
test-health-ppelfhwbpba-con02a,2,48.1561
test-health-ppelfhwbpba-con03a,0,146.7396
test-health-ppelfhwbpba-con03a,1,48.0972
test-health-ppelfhwbpba-con03a,2,132.6590
test-health-ppelfhwbpba-con01a,0,66.4564
test-health-ppelfhwbpba-con01a,1,52.8075
test-health-ppelfhwbpba-con01a,2,49.4344
test-health-dhgsshbesbc-pro02a,0,85.9392
test-health-dhgsshbesbc-pro02a,1,144.9983
test-health-dhgsshbesbc-pro02a,2,49.3247
test-health-dhgsshbesbc-pro01a,0,58.1789
test-health-dhgsshbesbc-pro01a,1,51.1261
test-health-dhgsshbesbc-pro01a,2,48.4850
test-health-dhgsshbesbc-pro03a,0,56.0324
test-health-dhgsshbesbc-pro03a,1,50.7692
test-health-dhgsshbesbc-pro03a,2,48.3908
test-health-dhgsshbesbc-pro04a,0,73.3020
test-health-dhgsshbesbc-pro04a,1,49.6171
test-health-dhgsshbesbc-pro04a,2,50.9038
test-health-dhgsshbesbc-con02a,0,89.5566
test-health-dhgsshbesbc-con02a,1,50.9270
test-health-dhgsshbesbc-con02a,2,49.7550
test-health-dhgsshbesbc-con03a,0,61.5170
test-health-dhgsshbesbc-con03a,1,47.9835
test-health-dhgsshbesbc-con03a,2,49.8834
test-health-dhgsshbesbc-con01a,0,66.9370
test-health-dhgsshbesbc-con01a,1,48.1814
test-health-dhgsshbesbc-con01a,2,48.4672
test-health-dhiacihwph-pro02a,0,82.9502
test-health-dhiacihwph-pro02a,1,48.6086
test-health-dhiacihwph-pro02a,2,52.9874
test-health-dhiacihwph-pro01a,0,69.5857
test-health-dhiacihwph-pro01a,1,51.3395
test-health-dhiacihwph-pro01a,2,49.5927
test-health-dhiacihwph-pro03a,0,55.2669
test-health-dhiacihwph-pro03a,1,47.9783
test-health-dhiacihwph-pro03a,2,48.0606
test-health-dhiacihwph-pro04a,0,52.3150
test-health-dhiacihwph-pro04a,1,48.2701
test-health-dhiacihwph-pro04a,2,47.5925
test-health-dhiacihwph-con02a,0,51.2047
test-health-dhiacihwph-con02a,1,49.6392
test-health-dhiacihwph-con02a,2,47.3227
test-health-dhiacihwph-con03a,0,62.3419
test-health-dhiacihwph-con03a,1,48.9848
test-health-dhiacihwph-con03a,2,50.5323
test-health-dhiacihwph-con01a,0,56.3097
test-health-dhiacihwph-con01a,1,47.6951
test-health-dhiacihwph-con01a,2,47.9734
test-health-ahiahbgbsp-pro02a,0,108.5316
test-health-ahiahbgbsp-pro02a,1,48.1656
test-health-ahiahbgbsp-pro02a,2,47.7702
test-health-ahiahbgbsp-pro05a,0,54.1438
test-health-ahiahbgbsp-pro05a,1,49.0419
test-health-ahiahbgbsp-pro05a,2,49.9140
test-health-ahiahbgbsp-pro01a,0,52.2842
test-health-ahiahbgbsp-pro01a,1,48.5863
test-health-ahiahbgbsp-pro01a,2,48.3248
test-health-ahiahbgbsp-pro03a,0,55.8297
test-health-ahiahbgbsp-pro03a,1,48.2781
test-health-ahiahbgbsp-pro03a,2,47.9406
test-health-ahiahbgbsp-pro04a,0,61.8338
test-health-ahiahbgbsp-pro04a,1,49.7662
test-health-ahiahbgbsp-pro04a,2,47.8100
test-health-ahiahbgbsp-con02a,0,60.8000
test-health-ahiahbgbsp-con02a,1,52.7143
test-health-ahiahbgbsp-con02a,2,49.3898
test-health-ahiahbgbsp-con04a,0,65.1781
test-health-ahiahbgbsp-con04a,1,50.3609
test-health-ahiahbgbsp-con04a,2,49.0280
test-health-ahiahbgbsp-con03a,0,54.2126
test-health-ahiahbgbsp-con03a,1,49.0080
test-health-ahiahbgbsp-con03a,2,48.6450
test-health-ahiahbgbsp-con01a,0,60.2213
test-health-ahiahbgbsp-con01a,1,51.4328
test-health-ahiahbgbsp-con01a,2,49.1558
test-health-hgwhwbjfs-pro02a,0,54.1887
test-health-hgwhwbjfs-pro02a,1,54.6861
test-health-hgwhwbjfs-pro02a,2,49.2080
test-health-hgwhwbjfs-pro01a,0,59.5705
test-health-hgwhwbjfs-pro01a,1,50.1264
test-health-hgwhwbjfs-pro01a,2,47.7866
test-health-hgwhwbjfs-pro03a,0,53.0505
test-health-hgwhwbjfs-pro03a,1,48.1398
test-health-hgwhwbjfs-pro03a,2,48.0585
test-health-hgwhwbjfs-con02a,0,50.3759
test-health-hgwhwbjfs-con02a,1,50.1920
test-health-hgwhwbjfs-con02a,2,47.8010
test-health-hgwhwbjfs-con04a,0,53.5645
test-health-hgwhwbjfs-con04a,1,47.9272
test-health-hgwhwbjfs-con04a,2,51.7938
test-health-hgwhwbjfs-con03a,0,60.3169
test-health-hgwhwbjfs-con03a,1,50.0536
test-health-hgwhwbjfs-con03a,2,48.7452
test-health-hgwhwbjfs-con01a,0,46.9821
test-health-hgwhwbjfs-con01a,1,52.1590
test-health-hgwhwbjfs-con01a,2,48.1076
test-health-hpehwadvoee-pro02a,0,49.7714
test-health-hpehwadvoee-pro02a,1,48.3440
test-health-hpehwadvoee-pro02a,2,47.6502
test-health-hpehwadvoee-pro05a,0,48.5385
test-health-hpehwadvoee-pro05a,1,49.8610
test-health-hpehwadvoee-pro05a,2,51.6002
test-health-hpehwadvoee-pro01a,0,46.3205
test-health-hpehwadvoee-pro01a,1,49.9949
test-health-hpehwadvoee-pro01a,2,47.5005
test-health-hpehwadvoee-pro03a,0,52.5205
test-health-hpehwadvoee-pro03a,1,49.7612
test-health-hpehwadvoee-pro03a,2,47.6888
test-health-hpehwadvoee-pro04a,0,47.0596
test-health-hpehwadvoee-pro04a,1,47.9683
test-health-hpehwadvoee-pro04a,2,47.6786
test-health-hpehwadvoee-con02a,0,46.1846
test-health-hpehwadvoee-con02a,1,48.4143
test-health-hpehwadvoee-con02a,2,48.3816
test-health-hpehwadvoee-con05a,0,48.1356
test-health-hpehwadvoee-con05a,1,48.8768
test-health-hpehwadvoee-con05a,2,46.8810
test-health-hpehwadvoee-con04a,0,45.8198
test-health-hpehwadvoee-con04a,1,51.6540
test-health-hpehwadvoee-con04a,2,50.6272
test-health-hpehwadvoee-con03a,0,46.4282
test-health-hpehwadvoee-con03a,1,49.0390
test-health-hpehwadvoee-con03a,2,52.3187
test-health-hpehwadvoee-con01a,0,48.1001
test-health-hpehwadvoee-con01a,1,49.1016
test-health-hpehwadvoee-con01a,2,48.4675
test-health-dhghwapgd-pro02a,0,48.5828
test-health-dhghwapgd-pro02a,1,48.4618
test-health-dhghwapgd-pro02a,2,49.5516
test-health-dhghwapgd-pro05a,0,48.0158
test-health-dhghwapgd-pro05a,1,48.5947
test-health-dhghwapgd-pro05a,2,47.7132
test-health-dhghwapgd-pro01a,0,48.9306
test-health-dhghwapgd-pro01a,1,53.3668
test-health-dhghwapgd-pro01a,2,49.7468
test-health-dhghwapgd-pro03a,0,47.0669
test-health-dhghwapgd-pro03a,1,49.4881
test-health-dhghwapgd-pro03a,2,49.8328
test-health-dhghwapgd-pro04a,0,47.6307
test-health-dhghwapgd-pro04a,1,48.6852
test-health-dhghwapgd-pro04a,2,48.0919
test-health-dhghwapgd-con02a,0,65.5572
test-health-dhghwapgd-con02a,1,48.6661
test-health-dhghwapgd-con02a,2,48.3761
test-health-dhghwapgd-con04a,0,49.1132
test-health-dhghwapgd-con04a,1,49.3345
test-health-dhghwapgd-con04a,2,51.6873
test-health-dhghwapgd-con03a,0,47.5440
test-health-dhghwapgd-con03a,1,49.6923
test-health-dhghwapgd-con03a,2,48.6222
test-health-dhghwapgd-con01a,0,48.2780
test-health-dhghwapgd-con01a,1,48.4507
test-health-dhghwapgd-con01a,2,48.9948
test-health-dhghhbampt-pro02a,0,50.5945
test-health-dhghhbampt-pro02a,1,50.9713
test-health-dhghhbampt-pro02a,2,46.9925
test-health-dhghhbampt-pro01a,0,51.3843
test-health-dhghhbampt-pro01a,1,49.8608
test-health-dhghhbampt-pro01a,2,48.2852
test-health-dhghhbampt-pro03a,0,47.0411
test-health-dhghhbampt-pro03a,1,50.8405
test-health-dhghhbampt-pro03a,2,47.3011
test-health-dhghhbampt-con02a,0,46.3455
test-health-dhghhbampt-con02a,1,49.2785
test-health-dhghhbampt-con02a,2,48.3313
test-health-dhghhbampt-con03a,0,48.6596
test-health-dhghhbampt-con03a,1,50.7900
test-health-dhghhbampt-con03a,2,47.4002
test-health-dhghhbampt-con01a,0,47.6587
test-health-dhghhbampt-con01a,1,49.7274
test-health-dhghhbampt-con01a,2,47.4838
test-health-dhpelhbass-pro02a,0,135.2859
test-health-dhpelhbass-pro02a,1,47.9438
test-health-dhpelhbass-pro02a,2,47.3328
test-health-dhpelhbass-pro01a,0,47.6083
test-health-dhpelhbass-pro01a,1,47.9406
test-health-dhpelhbass-pro01a,2,47.9551
test-health-dhpelhbass-pro03a,0,47.3618
test-health-dhpelhbass-pro03a,1,47.5943
test-health-dhpelhbass-pro03a,2,48.4303
test-health-dhpelhbass-con02a,0,49.2146
test-health-dhpelhbass-con02a,1,49.9974
test-health-dhpelhbass-con02a,2,50.4606
test-health-dhpelhbass-con04a,0,48.2310
test-health-dhpelhbass-con04a,1,48.7326
test-health-dhpelhbass-con04a,2,48.1611
test-health-dhpelhbass-con03a,0,50.4220
test-health-dhpelhbass-con03a,1,47.3552
test-health-dhpelhbass-con03a,2,47.2817
test-health-dhpelhbass-con01a,0,46.7323
test-health-dhpelhbass-con01a,1,47.7158
test-health-dhpelhbass-con01a,2,48.7170
test-sport-aastshsrqsar-pro02a,0,103.9235
test-sport-aastshsrqsar-pro02a,1,49.6900
test-sport-aastshsrqsar-pro02a,2,49.8818
test-sport-aastshsrqsar-pro01a,0,60.1854
test-sport-aastshsrqsar-pro01a,1,51.3900
test-sport-aastshsrqsar-pro01a,2,50.2347
test-sport-aastshsrqsar-pro03a,0,48.3321
test-sport-aastshsrqsar-pro03a,1,52.4449
test-sport-aastshsrqsar-pro03a,2,48.7624
test-sport-aastshsrqsar-con02a,0,51.9532
test-sport-aastshsrqsar-con02a,1,123.7313
test-sport-aastshsrqsar-con02a,2,106.2432
test-sport-aastshsrqsar-con04a,0,62.1983
test-sport-aastshsrqsar-con04a,1,49.4989
test-sport-aastshsrqsar-con04a,2,49.1163
test-sport-aastshsrqsar-con03a,0,120.1420
test-sport-aastshsrqsar-con03a,1,47.2704
test-sport-aastshsrqsar-con03a,2,48.1987
test-sport-aastshsrqsar-con01a,0,95.5018
test-sport-aastshsrqsar-con01a,1,48.2082
test-sport-aastshsrqsar-con01a,2,47.7623
test-sport-otshwbe2uuyt-pro02a,0,91.2135
test-sport-otshwbe2uuyt-pro02a,1,49.6445
test-sport-otshwbe2uuyt-pro02a,2,50.6502
test-sport-otshwbe2uuyt-pro01a,0,67.5733
test-sport-otshwbe2uuyt-pro01a,1,50.8650
test-sport-otshwbe2uuyt-pro01a,2,51.4996
test-sport-otshwbe2uuyt-pro03a,0,64.9904
test-sport-otshwbe2uuyt-pro03a,1,49.8199
test-sport-otshwbe2uuyt-pro03a,2,49.0155
test-sport-otshwbe2uuyt-con02a,0,77.3145
test-sport-otshwbe2uuyt-con02a,1,48.7014
test-sport-otshwbe2uuyt-con02a,2,47.6372
test-sport-otshwbe2uuyt-con05a,0,68.0643
test-sport-otshwbe2uuyt-con05a,1,48.0195
test-sport-otshwbe2uuyt-con05a,2,47.8345
test-sport-otshwbe2uuyt-con04a,0,56.9976
test-sport-otshwbe2uuyt-con04a,1,48.4116
test-sport-otshwbe2uuyt-con04a,2,48.0362
test-sport-otshwbe2uuyt-con03a,0,52.3197
test-sport-otshwbe2uuyt-con03a,1,47.9892
test-sport-otshwbe2uuyt-con03a,2,47.9711
test-sport-otshwbe2uuyt-con01a,0,61.0562
test-sport-otshwbe2uuyt-con01a,1,50.6287
test-sport-otshwbe2uuyt-con01a,2,49.0175
test-sport-ybfgsohbhog-pro02a,0,73.6495
test-sport-ybfgsohbhog-pro02a,1,48.5183
test-sport-ybfgsohbhog-pro02a,2,49.2756
test-sport-ybfgsohbhog-pro01a,0,47.0581
test-sport-ybfgsohbhog-pro01a,1,49.0512
test-sport-ybfgsohbhog-pro01a,2,58.6343
test-sport-ybfgsohbhog-pro03a,0,55.5548
test-sport-ybfgsohbhog-pro03a,1,49.7312
test-sport-ybfgsohbhog-pro03a,2,48.2990
test-sport-ybfgsohbhog-pro04a,0,53.4457
test-sport-ybfgsohbhog-pro04a,1,48.1305
test-sport-ybfgsohbhog-pro04a,2,49.6078
test-sport-ybfgsohbhog-con02a,0,117.0586
test-sport-ybfgsohbhog-con02a,1,48.4242
test-sport-ybfgsohbhog-con02a,2,49.3196
test-sport-ybfgsohbhog-con03a,0,57.1892
test-sport-ybfgsohbhog-con03a,1,47.7740
test-sport-ybfgsohbhog-con03a,2,59.0365
test-sport-ybfgsohbhog-con01a,0,60.0888
test-sport-ybfgsohbhog-con01a,1,47.6068
test-sport-ybfgsohbhog-con01a,2,51.6433
test-sport-tshbmlbscac-pro02a,0,134.4233
test-sport-tshbmlbscac-pro02a,1,47.3187
test-sport-tshbmlbscac-pro02a,2,48.2950
test-sport-tshbmlbscac-pro01a,0,56.1188
test-sport-tshbmlbscac-pro01a,1,46.5156
test-sport-tshbmlbscac-pro01a,2,47.5195
test-sport-tshbmlbscac-pro03a,0,47.2375
test-sport-tshbmlbscac-pro03a,1,48.0859
test-sport-tshbmlbscac-pro03a,2,46.5138
test-sport-tshbmlbscac-pro04a,0,50.6279
test-sport-tshbmlbscac-pro04a,1,48.6713
test-sport-tshbmlbscac-pro04a,2,46.9793
test-sport-tshbmlbscac-con02a,0,49.9380
test-sport-tshbmlbscac-con02a,1,47.2656
test-sport-tshbmlbscac-con02a,2,47.5963
test-sport-tshbmlbscac-con04a,0,53.2169
test-sport-tshbmlbscac-con04a,1,46.6586
test-sport-tshbmlbscac-con04a,2,47.1186
test-sport-tshbmlbscac-con03a,0,48.6486
test-sport-tshbmlbscac-con03a,1,48.1677
test-sport-tshbmlbscac-con03a,2,49.2694
test-sport-tshbmlbscac-con01a,0,57.8679
test-sport-tshbmlbscac-con01a,1,46.6344
test-sport-tshbmlbscac-con01a,2,46.6460
test-free-speech-debate-magghbcrg-pro02a,0,71.2566
test-free-speech-debate-magghbcrg-pro02a,1,47.7770
test-free-speech-debate-magghbcrg-pro02a,2,48.6417
test-free-speech-debate-magghbcrg-pro01a,0,52.0854
test-free-speech-debate-magghbcrg-pro01a,1,50.1099
test-free-speech-debate-magghbcrg-pro01a,2,49.6062
test-free-speech-debate-magghbcrg-pro03a,0,50.9572
test-free-speech-debate-magghbcrg-pro03a,1,50.5056
test-free-speech-debate-magghbcrg-pro03a,2,53.0494
test-free-speech-debate-magghbcrg-con02a,0,59.8295
test-free-speech-debate-magghbcrg-con02a,1,48.6889
test-free-speech-debate-magghbcrg-con02a,2,48.6970
test-free-speech-debate-magghbcrg-con03a,0,49.8791
test-free-speech-debate-magghbcrg-con03a,1,49.0783
test-free-speech-debate-magghbcrg-con03a,2,52.0643
test-free-speech-debate-magghbcrg-con01a,0,53.1862
test-free-speech-debate-magghbcrg-con01a,1,50.5292
test-free-speech-debate-magghbcrg-con01a,2,134.9398
test-free-speech-debate-nshbbsbfb-pro02a,0,67.3583
test-free-speech-debate-nshbbsbfb-pro02a,1,139.1300
test-free-speech-debate-nshbbsbfb-pro02a,2,48.5797
test-free-speech-debate-nshbbsbfb-pro01a,0,49.7273
test-free-speech-debate-nshbbsbfb-pro01a,1,48.2947
test-free-speech-debate-nshbbsbfb-pro01a,2,48.3918
test-free-speech-debate-nshbbsbfb-pro03a,0,49.2270
test-free-speech-debate-nshbbsbfb-pro03a,1,48.4043
test-free-speech-debate-nshbbsbfb-pro03a,2,50.7791
test-free-speech-debate-nshbbsbfb-pro04a,0,51.2738
test-free-speech-debate-nshbbsbfb-pro04a,1,50.8977
test-free-speech-debate-nshbbsbfb-pro04a,2,49.5744
test-free-speech-debate-nshbbsbfb-con02a,0,48.1514
test-free-speech-debate-nshbbsbfb-con02a,1,50.0472
test-free-speech-debate-nshbbsbfb-con02a,2,48.4813
test-free-speech-debate-nshbbsbfb-con03a,0,48.6438
test-free-speech-debate-nshbbsbfb-con03a,1,49.4541
test-free-speech-debate-nshbbsbfb-con03a,2,49.0829
test-free-speech-debate-nshbbsbfb-con01a,0,57.6292
test-free-speech-debate-nshbbsbfb-con01a,1,49.4745
test-free-speech-debate-nshbbsbfb-con01a,2,52.6024
test-free-speech-debate-fsaphgiap-pro02a,0,71.4156
test-free-speech-debate-fsaphgiap-pro02a,1,48.5671
test-free-speech-debate-fsaphgiap-pro02a,2,49.0007
test-free-speech-debate-fsaphgiap-pro01a,0,52.0505
test-free-speech-debate-fsaphgiap-pro01a,1,48.8221
test-free-speech-debate-fsaphgiap-pro01a,2,54.3398
test-free-speech-debate-fsaphgiap-pro03a,0,50.4006
test-free-speech-debate-fsaphgiap-pro03a,1,48.8854
test-free-speech-debate-fsaphgiap-pro03a,2,53.5673
test-free-speech-debate-fsaphgiap-pro04a,0,58.5580
test-free-speech-debate-fsaphgiap-pro04a,1,48.8815
test-free-speech-debate-fsaphgiap-pro04a,2,52.3494
test-free-speech-debate-fsaphgiap-con02a,0,55.3731
test-free-speech-debate-fsaphgiap-con02a,1,48.9893
test-free-speech-debate-fsaphgiap-con02a,2,52.4174
test-free-speech-debate-fsaphgiap-con04a,0,65.3766
test-free-speech-debate-fsaphgiap-con04a,1,50.4632
test-free-speech-debate-fsaphgiap-con04a,2,49.2906
test-free-speech-debate-fsaphgiap-con03a,0,57.4361
test-free-speech-debate-fsaphgiap-con03a,1,50.6951
test-free-speech-debate-fsaphgiap-con03a,2,49.4658
test-free-speech-debate-fsaphgiap-con01a,0,49.1721
test-free-speech-debate-fsaphgiap-con01a,1,48.9512
test-free-speech-debate-fsaphgiap-con01a,2,48.1752
test-free-speech-debate-yfsdfkhbwu-pro02a,0,87.7054
test-free-speech-debate-yfsdfkhbwu-pro02a,1,50.3042
test-free-speech-debate-yfsdfkhbwu-pro02a,2,49.4674
test-free-speech-debate-yfsdfkhbwu-pro01a,0,59.7073
test-free-speech-debate-yfsdfkhbwu-pro01a,1,48.1931
test-free-speech-debate-yfsdfkhbwu-pro01a,2,47.3961
test-free-speech-debate-yfsdfkhbwu-pro03a,0,50.9866
test-free-speech-debate-yfsdfkhbwu-pro03a,1,47.4585
test-free-speech-debate-yfsdfkhbwu-pro03a,2,47.7654
test-free-speech-debate-yfsdfkhbwu-con02a,0,54.3295
test-free-speech-debate-yfsdfkhbwu-con02a,1,49.9033
test-free-speech-debate-yfsdfkhbwu-con02a,2,50.5698
test-free-speech-debate-yfsdfkhbwu-con03a,0,52.2230
test-free-speech-debate-yfsdfkhbwu-con03a,1,50.1487
test-free-speech-debate-yfsdfkhbwu-con03a,2,50.7762
test-free-speech-debate-yfsdfkhbwu-con01a,0,51.9862
test-free-speech-debate-yfsdfkhbwu-con01a,1,54.6663
test-free-speech-debate-yfsdfkhbwu-con01a,2,52.0145
test-free-speech-debate-ldhwbmclg-pro02a,0,58.5382
test-free-speech-debate-ldhwbmclg-pro02a,1,49.3747
test-free-speech-debate-ldhwbmclg-pro02a,2,51.5411
test-free-speech-debate-ldhwbmclg-pro01a,0,59.5781
test-free-speech-debate-ldhwbmclg-pro01a,1,48.0538
test-free-speech-debate-ldhwbmclg-pro01a,2,50.3322
test-free-speech-debate-ldhwbmclg-pro03a,0,49.1273
test-free-speech-debate-ldhwbmclg-pro03a,1,48.5421
test-free-speech-debate-ldhwbmclg-pro03a,2,48.5577
